"url","reviewer","reviewer_avatar","datetime","rating","text","language","id"
"https://www.google.com/maps/reviews/data=!4m5!14m4!1m3!1m2!1s101722861309671515970!2s0x0:0xa99cbe56d6adb3d9?hl=en-US","Rosie Erazo","https://lh5.googleusercontent.com/-vSqUzlTZnAo/AAAAAAAAAAI/AAAAAAAAAAA/MB3RGpgIev4/c-rp-mo-br100/photo.jpg","2020-07-18T05:11:00Z","5","","","12221852768954856409-1595038311.063"
"https://www.google.com/maps/reviews/data=!4m5!14m4!1m3!1m2!1s107584539038917837665!2s0x0:0xa99cbe56d6adb3d9?hl=en-US","Roy Nuriel","https://lh4.googleusercontent.com/-0Voyf219e0Q/AAAAAAAAAAI/AAAAAAAAAAA/IMmFPWulRYA/c-rp-mo-br100/photo.jpg","2020-07-17T06:45:00Z","4","","","12221852768954856409-1594957555.039"
"https://www.google.com/maps/reviews/data=!4m5!14m4!1m3!1m2!1s108954301517303949199!2s0x0:0xa99cbe56d6adb3d9?hl=en-US","Elyse Portillo","https://lh6.googleusercontent.com/-s4FGYzzGXrg/AAAAAAAAAAI/AAAAAAAAAAA/QkICzLlZYUA/c-rp-mo-br100/photo.jpg","2020-07-17T04:10:00Z","5","Toro is my favorite Boston restaurant, hands down. Delicious tapas, inventive cocktails, warm wait staff, and always killer tunes.","en","12221852768954856409-1594948211.685"
"https://www.google.com/maps/reviews/data=!4m5!14m4!1m3!1m2!1s111125146174510904255!2s0x0:0xa99cbe56d6adb3d9?hl=en-US","Michael DeFilippo","https://lh4.googleusercontent.com/-oabz3SOloYQ/AAAAAAAAAAI/AAAAAAAAAAA/nW0gKNJHrDY/c-rp-mo-br100/photo.jpg","2020-07-17T02:00:00Z","4","Tapas were great. We really enjoyed the octopus and the dates. So many flavors that went very well with the drinks.","en","12221852768954856409-1594940440.76"
"https://www.google.com/maps/reviews/data=!4m5!14m4!1m3!1m2!1s115138815461152703005!2s0x0:0xa99cbe56d6adb3d9?hl=en-US","Adly Francois","https://lh3.googleusercontent.com/-RF4JlJZiBDI/AAAAAAAAAAI/AAAAAAAAAAA/uOUMweTQGqA/c-rp-mo-br100/photo.jpg","2020-07-15T16:17:00Z","3","","","12221852768954856409-1594819033.645"
"https://www.google.com/maps/reviews/data=!4m5!14m4!1m3!1m2!1s112562936351939444068!2s0x0:0xa99cbe56d6adb3d9?hl=en-US","Jon C.","https://lh3.googleusercontent.com/-SAaGHaQ7Scw/AAAAAAAAAAI/AAAAAAAAAAA/JqbUV1iqVIQ/c-rp-mo-br100/photo.jpg","2020-07-11T23:39:00Z","5","","","12221852768954856409-1594499971.918"
"https://www.google.com/maps/reviews/data=!4m5!14m4!1m3!1m2!1s101177826860300540030!2s0x0:0xa99cbe56d6adb3d9?hl=en-US","Jeffrey Devlin","https://lh5.googleusercontent.com/-aV4aMopYiQg/AAAAAAAAAAI/AAAAAAAAAAA/D3WssO8DoeY/c-rp-mo-br100/photo.jpg","2020-07-11T13:49:00Z","4","","","12221852768954856409-1594464559.957"
"https://www.google.com/maps/reviews/data=!4m5!14m4!1m3!1m2!1s113917782198836939857!2s0x0:0xa99cbe56d6adb3d9?hl=en-US","Brandon West","https://lh6.googleusercontent.com/-aAtJi34nbt4/AAAAAAAAAAI/AAAAAAAAAAA/TUMJQKkKdEQ/c-rp-mo-br100/photo.jpg","2020-07-07T03:18:00Z","5","","","12221852768954856409-1594081100.85"
"https://www.google.com/maps/reviews/data=!4m5!14m4!1m3!1m2!1s115362898003952244191!2s0x0:0xa99cbe56d6adb3d9?hl=en-US","Elisa Lou","https://lh3.googleusercontent.com/-GF2KeHfhXfg/AAAAAAAAAAI/AAAAAAAAAAA/0ncp8Bj2PD8/c-rp-mo-br100/photo.jpg","2020-07-05T17:20:00Z","5","","","12221852768954856409-1593958848.486"
"https://www.google.com/maps/reviews/data=!4m5!14m4!1m3!1m2!1s113485950489826785328!2s0x0:0xa99cbe56d6adb3d9?hl=en-US","Jason Gogel","https://lh6.googleusercontent.com/-wJSU7YRMlco/AAAAAAAAAAI/AAAAAAAAAAA/7VlNHIPEmAY/c-rp-mo-br100/photo.jpg","2020-07-05T03:40:00Z","5","","","12221852768954856409-1593909637.529"
